Time, ms;X axis speed, mm/s;Y axis speed, mm/s;Rotational speed, deg/s;Motor 1 encoder, ticks;Motor 2 encoder, ticks;Motor 3 encoder, ticks;Motor 1 velocity, rpm;Motor 2 velocity, rpm;Motor 3 velocity, rpm;Motor 1 current, A;Motor 2 current, A;Motor 3 current, A;Sum motor current, A;Current X, A;Current Y, A;Current Z, A;X gyro;Y gyro;Z gyro;X accel;Y accel;Z accel;X coordinate, pixels;Y coodinate, pixels;Angle, deg;Delta angle, deg;Delta X, mm;Delta Y, mm
9022.11;-300;0;0;45630;-101710;52816;945;0;-891;0.974359;0;0.923077;1.89744;-1.09482;0.0170769;0.0170769;5.07928;0.693572;-0.866429;-0.0221296;0.216221;-0.0834437;359.5;500.5;7.22432;0.682847;0;0
9527.63;0;-300;0;43243;-89181;42479;-486;972;-540;0.846154;1.69231;0.615385;3.15385;0.133154;-1.61546;0.0768462;-7.93214;1.14786;0.72;-0.0579659;-0.390241;0.268398;380.5;494;7.32641;-0.0109183;6;-36
10003.9;0;-300;0;35311;-73490;34542;-540;972;-513;0.641026;1.48718;0.692308;2.82051;-0.0295897;-1.43595;0.0512308;-3.04385;0.141539;4.95231;0.0109676;-0.180157;0.101863;421;487;9.72758;-0.0990132;0;-55
10535.4;0;-300;0;26397;-55514;25709;-513;1026;-486;0.820513;0.820513;0.692308;2.33333;0.0739744;-1.05105;-0.230538;0.404285;4.14357;7.62786;0.0177002;-0.219709;0.144409;469.5;469.5;14.6209;3.72532;10;-78
11014.6;0;-300;0;17982;-38547;17292;-567;1053;-567;0.512821;0.846154;0.692308;2.05128;-0.103564;-0.965692;-0.119538;4.24;0.202857;7.21929;0.00863214;0.0684465;-0.0445905;527;452.5;19.44;5.07202;-2;-97
11520.7;0;-300;0;9365;-21170;8748;-486;1080;-567;0.25641;0.410256;0.333333;1;-0.0443846;-0.470026;-0.0597692;0.645714;-2.83143;7.94857;-0.0105329;-0.217913;0.112932;587;428.5;23.3049;3.96828;-1;-113
12020.7;0;-300;0;707;-3717;119;-540;1053;-594;0.307692;0.717949;0.205128;1.23077;0.0591795;-0.649641;0.0683077;6.3275;3.04917;2.94;-0.0478313;0.0686442;-0.123657;648;399;24.0442;-0.731884;3;-95
537.492;400;0;0;-16116;161;15950;-1215;0;1215;1;0.0769231;1.17949;2.25641;1.25756;0.00846155;0.0853846;-21.5975;-0.640833;11.4042;0.0285441;-0.850667;0.535151;623.5;666;2.41951;4.12369;15;9
1008.61;400;0;0;-36213;256;35818;-1215;27;1161;0.794872;0.025641;0.923077;1.74359;0.991256;0.0255897;0.0512308;-13.2592;-1.01583;21.6592;-0.0628459;-0.510193;0.305074;608.5;636.5;13.0552;8.30474;46;17
1535.26;400;0;0;-57029;383;56376;-1215;0;1323;0.948718;0;1.02564;1.97436;1.13921;0.0256154;0.0256154;-3.51133;-0.984;16.1747;-0.0172852;-0.118473;0.0943685;598.5;611.5;19.9831;7.45307;39;2
2021.53;400;0;0;-76249;385;75582;-1242;0;1215;0.820513;0;0.692308;1.51282;0.872897;-0.0426923;-0.0426923;-7.39769;5.05462;6.91769;0.0590069;-0.434157;0.22568;583;564;22.5572;3.35589;77;1
2509.41;400;0;0;-97061;391;96240;-1215;0;1161;0.74359;0;1.23077;1.97436;1.13921;0.162231;0.162231;-10.6669;-0.655385;-6.19077;-0.0388935;-0.531212;0.211238;569.5;523;19.708;-1.66221;74;-2
3002.05;400;0;0;-116342;430;115481;-1269;0;1242;0.923077;0.153846;0.923077;2;1.06523;-0.102615;0.0512308;-18.9814;-1.91786;-4.79;0.0472238;-0.591762;0.364123;560;477;16.6208;-3.35339;82;-7
3504.28;0;400;0;-114103;-16298;129882;729;-1512;702;0.589744;0.564103;0.487179;1.64103;-0.0591795;0.734872;0.170769;15.4538;2.89692;-8.30231;-0.104718;0.000610363;-0.170035;511;465.5;13.8407;-3.78574;26;70
4010.99;0;400;0;-102406;-40018;141537;756;-1512;702;0.358974;0.794872;0.74359;1.89744;0.221923;0.897333;0.102462;-5.72334;-1.084;-8.674;-0.11862;-0.2236;0.232686;442.5;479.5;9.72758;-4.73225;0;133
4521.21;0;400;0;-90334;-64375;153712;675;-1377;702;0.897436;1.48718;0.717949;3.10256;-0.103564;1.52987;0.0426923;-2.39333;0.564;0.664;-0.0291992;0.000699867;0.0709474;388.5;492;9.59313;-1.73542;-12;97
5009.01;0;400;0;-79696;-85919;164562;702;-1350;702;0.769231;1.51282;0.589744;2.87179;-0.103564;1.46159;-0.0512307;-6.22769;-0.24;3.44769;0.0281137;-0.144193;0.142334;353.5;503.5;11.1547;1.56153;-5;52
5515.1;0;400;0;-68097;-109048;176131;702;-1404;675;0.615385;1.30769;0.897436;2.82051;0.162744;1.376;0.0683077;-2.76357;0.83;-8.71714;0.0240304;0.264544;-0.116943;301;510.5;6.42875;-9.21691;1;120
6036.96;0;400;0;-56571;-132540;187523;702;-1404;648;0.769231;1.12821;1;2.89744;0.133154;1.34167;0.213462;4.64867;1.71733;5.12467;0.0617025;0.114323;0.00831711;263;510.5;9.59313;3.11516;5;58
6525.29;-400;0;0;-39243;-139361;177103;1242;0;-1242;1.05128;0;0.769231;1.82051;-1.05044;0.0939231;0.0939231;3.91462;1.69538;-0.533846;0.0664814;0.00478893;0.0958346;261;515;8.80679;0.942136;-4;4
7030.1;-400;0;0;-18509;-139364;156563;1188;0;-1215;0.974359;0;1.10256;2.07692;-1.19838;-0.0426923;-0.0426923;-0.301431;0.221429;-0.652857;0.0373884;-0.183489;0.140625;261.5;515.5;10.3758;3.54104;0;-2
7521.7;-400;0;0;1530;-139365;136699;1296;0;-1188;0.769231;0;1.10256;1.87179;-1.08003;-0.111;-0.111;-3.20643;0.539286;-0.18;0.0153111;-0.0196359;0.0385392;261.5;515;9.72758;-2.09352;-1;-1
8014;-400;0;0;21564;-139366;116808;1161;0;-1269;0.641026;0;1.05128;1.69231;-0.976462;-0.136615;-0.136615;8.05857;0.112143;0.0335714;0.00510952;0.0807234;-0.0480086;261.5;515.5;8.93059;-1.59398;0;-1
8521.06;-400;0;0;42352;-139367;96150;1215;0;-1215;0.74359;0;1.07692;1.82051;-1.05044;-0.111;-0.111;5.06714;-0.435;0.240714;0.0088937;0.127197;-0.0818743;262;515;9.72758;0;0;1
9022.36;-400;0;0;63101;-139367;75539;1215;0;-1242;0.871795;0;1.10256;1.97436;-1.13921;-0.0768462;-0.0768462;-8.06077;0.691539;-0.287692;0.0279259;-0.121826;0.106258;262;515;8.93059;-1.72842;0;-1
9528.58;0;-400;0;60034;-122160;61800;-702;1404;-702;0.615385;1.5641;0.974359;3.15385;-0.207128;-1.57264;-0.00853848;-0.472857;-0.553571;-10.8129;0.0836356;-0.36159;0.249843;277.5;512.5;3.9725;-1.71184;2;-18
10006.4;0;-400;0;49346;-100838;51152;-702;1377;-702;0.692308;1.30769;0.589744;2.58974;0.0591795;-1.29915;0.00853844;-2.355;0.0378571;0.555;0.0753871;-0.086792;0.104928;320.5;511;4.76364;0.00693493;-1;-74
10511;0;-400;0;37746;-77678;39335;-702;1350;-729;0.589744;1.46154;0.307692;2.35897;0.162744;-1.27369;0.187846;2.76385;0.0169232;18.5246;0.0392503;0.0988019;-0.0261793;384.5;498;13.8407;7.62305;1;-100
11018.1;0;-400;0;25928;-54365;27671;-756;1377;-702;0.692308;1.20513;0.358974;2.25641;0.192333;-1.1539;0.0512308;1.25786;3.58857;13.6029;0.0713588;-0.10076;0.0200021;445;474;20.4623;6.28039;3;-111
11510;0;-400;0;14920;-32253;16635;-675;1431;-729;0.717949;0.948718;0.564103;2.23077;0.0887692;-1.05972;-0.111;4.13428;-1.72714;15.5786;-0.0170898;0.120954;0.0182582;519.5;441;27.2768;6.37401;2;-135
12018.2;0;-400;0;2894;-7980;4595;-702;1566;-729;0.307692;0.333333;0.282051;0.923077;0.0147949;-0.418718;-0.0853846;10.0613;-7.01733;6.04267;-0.0262696;0.320247;-0.0974121;597;400.5;29.0546;2.8266;4;-166
523.673;500;0;0;-19163;35;19160;-1566;0;1566;1.07692;0.0769231;0.589744;1.74359;0.961667;-0.213538;-0.136615;-3.09833;-1.0675;6.36083;0.0482178;0.00345866;0.0184531;606.5;624.5;1.0284e-07;0.830607;24;5
1004.23;500;0;0;-44303;28;44165;-1566;0;1512;0.820513;0.025641;1.64103;2.48718;1.42031;0.256128;0.281769;2.37857;-0.183571;2.38643;-0.0707135;0.213536;-0.150739;607.5;565.5;3.27049;4.08894;104;-3
1515.95;500;0;0;-70458;46;70267;-1701;-54;1566;0.948718;0.102564;1.15385;2.20513;1.21318;0.136718;0.0341538;-2.41733;2.65533;1.424;-0.0612468;-0.261442;0.169352;605;501;4.89909;0.824391;115;-1
2009.09;500;0;0;-94893;-1;94600;-1593;0;1674;0.589744;0.025641;0.692308;1.30769;0.739744;0.0170513;0.0426923;10.7143;-5.74143;-2.71143;0.057094;0.549212;-0.320312;601;432;2.41951;-1.75102;122;2
2527.16;0;500;0;-90167;-22984;113020;918;-1809;864;0.25641;0.974359;0.487179;1.71795;0.133154;0.897513;-0.0768462;2.08929;3.97714;-1.54286;-0.105626;0.519043;-0.242798;540.5;386.5;1.0284e-07;-0.0259046;69;79
3014.07;0;500;0;-76302;-51082;127077;891;-1809;891;0.74359;0.410256;0.512821;1.66667;-0.133154;0.692026;0.281769;2.26692;4.06;-3.86231;0.206581;-0.0933744;-0.0360765;448;378.5;357.58;1.5669;14;137
3501.91;0;500;0;-61386;-81048;142027;864;-1809;972;0.923077;0.923077;0.487179;2.33333;-0.251513;1.08531;0.162231;-13.14;-5.23615;25.42;-0.0662185;-0.403583;0.19813;387;386;13.4652;13.4482;-1;92
4005.56;0;500;0;-47354;-109513;156209;891;-1755;891;0.871795;1.28205;0.897436;3.05128;0.0147949;1.44428;0.162231;-5.22714;3.33429;17.9021;-0.0406669;-0.0491769;0.0154855;333.5;409;22.249;11.0648;-6;91
4507.27;-500;0;0;-25170;-118200;142463;1485;0;-1485;1.10256;0.025641;1.07692;2.20513;-1.25756;-0.00856412;0.0170769;-2.01154;3.07539;31.8492;0.0440204;-0.459961;0.315378;318;444.5;37.6656;13.5985;-39;35
5011.26;-500;0;0;751;-118256;116525;1512;0;-1512;0.794872;0;1.23077;2.02564;-1.16879;-0.145154;-0.145154;9.20786;0.781428;8.43857;0.0434222;0.412476;-0.273281;325.5;462.5;41.6335;-0.0767452;-20;6
5519.66;-500;0;0;25942;-118255;91535;1593;0;-1539;0.74359;0;0.948718;1.69231;-0.976462;-0.0683077;-0.0683077;-1.68143;0.448571;-0.322857;-0.00373185;-0.331229;0.178362;326.5;463.5;41.6335;0;0;-3
6024.95;-500;0;0;51997;-118256;65626;1674;0;-1512;1.10256;0;1.25641;2.35897;-1.36113;-0.0512308;-0.0512308;2.15714;-0.248571;0.364286;0.0119978;0.197824;-0.154471;327;463.5;40.5154;0.596696;0;-2
6519.94;0;-500;0;48532;-97808;48647;-918;1755;-891;0.897436;1.64103;0.615385;3.15385;0.162744;-1.59833;0.0426923;-6.62357;-1.58929;-12.6993;-0.0055629;-0.126535;0.16823;345;445.5;34.3461;-7.78164;4;-46
7027.8;0;-500;0;33310;-67219;33514;-864;1917;-864;0.512821;1.46154;0.692308;2.66667;-0.103564;-1.37615;0.0853846;0.719335;-1.50867;-34.5667;0.0339192;-0.0388509;0.019922;372.5;412.5;17.6844;-16.4333;23;-59
7502.91;0;-500;0;19561;-39589;19867;-891;1782;-891;0.615385;1.28205;0.692308;2.58974;-0.0443846;-1.29059;-0.00853846;-8.16231;2.23;-41.2139;-0.0648475;-0.355938;0.311505;409;394.5;357.614;-13.1859;12;-50
8006.61;0;-500;0;5141;-10563;5637;-837;1782;-945;0.717949;1.12821;0.794872;2.64103;-0.0443846;-1.25628;-0.128077;-1.03769;-0.236153;-39.3569;0.0315317;-0.185566;0.117432;446.5;394;337.443;-21.3758;11;-54
522.111;300;0;0;-11541;-86;11670;-891;27;891;1.30769;0.025641;0.897436;2.23077;1.27236;-0.153718;-0.128077;8.99467;0.784;-6.04933;0.0766276;0.17758;-0.191992;949;895.5;82.5686;-5.8398;40;-5
1015.64;300;0;0;-26582;-102;26748;-891;0;891;1.23077;0;0.846154;2.07692;1.19838;-0.128077;-0.128077;-1.79;-1.05143;-2.67857;0.00519668;-0.0372489;0.0435966;905.5;888.5;82.5686;0.122911;69;2
1523.39;300;0;0;-41063;-88;41133;-891;0;918;0.948718;0;1.15385;2.10256;1.21318;0.0683077;0.0683077;-7.78071;2.22286;-5.10143;0.0437012;-0.100935;0.0718646;870;878;78.5305;-2.94515;60;-11
2013.1;300;0;0;-55518;-115;55495;-972;0;891;1.12821;0.025641;1.10256;2.25641;1.28715;-0.025641;-1.92281e-08;-3.07692;-0.20923;-8.68846;-0.0405086;-0.19751;0.115798;837;866.5;74.9622;-5.98627;45;-1
2502.88;0;-300;0;-65365;12064;53197;-513;1026;-513;0.589744;0.820513;0.410256;1.82051;0.103564;-0.880282;-0.0597692;-2.64231;-0.770769;2.14308;0.0547626;-0.29449;0.162898;834;835.5;76.569;1.03795;15;-43
3021.45;0;-300;0;-74086;29474;44504;-513;1053;-540;0.641026;1.02564;0.538462;2.20513;0.0591795;-1.07687;-0.0512308;4.55615;2.68692;6.15154;0.00730541;-0.144118;0.0566782;841;791;78.5305;1.15752;4;-66
3515.87;0;-300;0;-82699;46692;35973;-513;1026;-486;0.564103;1.38462;0.871795;2.82051;-0.177538;-1.40169;-0.0170769;8.14286;1.58929;-5.35857;-0.0254429;0.128313;-0.0878907;843;758.5;76.7595;-2.57692;3;-51
4024.51;0;-300;0;-91318;63804;27346;-540;1026;-513;0.769231;1.20513;0.461538;2.4359;0.177538;-1.21367;-0.00853847;-1.962;0.623334;-1.67067;0.0315104;-0.0834147;0.0491375;854;718;75.9638;-3.19823;-3;-69
4518.42;-300;0;0;-82713;67677;14856;891;0;-891;1.02564;0.0512821;0.717949;1.79487;-1.00605;0.0682564;0.119538;10.3464;1.68786;9.41;-0.00695798;0.426034;-0.3223;866.5;716;81.8699;6.49053;-20;-5
5030.45;-300;0;0;-67357;67642;-488;864;0;-864;0.974359;0;0.948718;1.92308;-1.10962;0.00853846;0.00853846;15.9327;0.329333;5.00667;0.031722;0.451953;-0.342057;872.5;720.5;82.5686;3.59536;-4;2
5525.43;-300;0;0;-52979;67622;-14765;864;0;-864;0.820513;0;1.05128;1.87179;-1.08003;-0.0768462;-0.0768462;7.13357;0.112143;-0.631429;0.0452183;0.302368;-0.192191;875.5;721;81.7537;0.814913;-3;-2
6035.28;-300;0;0;-38010;67620;-29648;891;0;-864;0.974359;0;0.820513;1.79487;-1.03564;0.0512308;0.0512308;-3.75428;0.0828574;-1.06429;-0.00498745;-0.282227;0.116106;877;721.5;81.0694;-0.684269;-2;1
6511.11;0;300;0;-28549;56199;-27757;540;-1053;513;0.692308;1.4359;0.692308;2.82051;0;1.41882;-0.0170769;1.02846;0.779231;-1.5;-0.0252029;-0.00623497;-0.0437763;875;743.5;80.9421;-1.044;0;36
7014.45;0;300;0;-20321;39730;-19592;567;-1026;540;0.717949;1.05128;0.74359;2.51282;0.0147949;1.1879;0.136615;2.34143;0.252143;12.9857;0.0105852;-0.0655866;-0.010376;874;775;86.6822;6.46628;-3;48
7504.81;0;300;0;-11724;22428;-10948;486;-1026;486;0.589744;1.23077;0.692308;2.51282;0.0591795;1.24785;0.0170769;0.114285;-1.38929;8.965;0.0242397;0.0284249;0.0227574;878;816;92.454;6.63423;-2;70
8015.28;0;300;0;-3139;5141;-2215;540;-1053;540;0.589744;1.28205;0.307692;2.17949;-0.162744;1.15397;-0.128077;1.98333;0.666;11.348;0.0503581;0.0712891;-0.087207;883.5;855.5;98.1301;5.75827;-1;69
524.211;400;0;0;-16099;5;16145;-1215;0;1215;0.74359;0;1.28205;2.02564;1.16879;0.179308;0.179308;5.04833;3.53;-0.134167;-0.011617;0.302429;-0.224426;915;914;92.454;-0.736856;45;-1
1024.03;400;0;0;-36331;9;36466;-1242;0;1269;0.589744;0.025641;0.641026;1.25641;0.710154;-2.56423e-05;0.0256154;-6.06923;0.575385;-1.04385;-0.0371657;-0.0886794;0.0507813;848.5;917;91.6366;0.794416;102;0
1527.94;400;0;0;-56414;9;56518;-1296;0;1215;1;0;0.820513;1.82051;1.05044;-0.0597692;-0.0597692;0.730714;-0.242857;-4.01643;-0.0712541;0.216187;-0.0547747;792;925;89.1815;-4.91007;91;11
2020.35;400;0;0;-76488;2;76534;-1296;0;1242;0.923077;0;0.820513;1.74359;1.00605;-0.0341538;-0.0341538;-3.30615;-4.67692;-1.24846;-0.0340858;-0.0431753;0.160288;736.5;931.5;89.1931;-0.806596;96;12
2515.02;0;-400;0;-90923;16563;74448;-702;1404;-648;0.282051;0.692308;0.897436;1.87179;-0.355077;-0.854539;-0.162231;3.545;1.885;2.33643;-0.167742;0.234724;-0.117327;710.5;891.5;91.6366;1.579;39;-70
3005.68;0;-400;0;-102383;39299;63034;-702;1323;-675;0.333333;1.02564;0.589744;1.94872;-0.147949;-0.991487;0.0341539;2.01429;-0.207143;4.74214;0.093593;0.00291226;-0.0628836;710.5;829;93.2245;4.06306;1;-107
3524.17;0;-400;0;-114685;63731;50885;-675;1431;-675;0.794872;1.25641;0.692308;2.74359;0.0591795;-1.33326;-0.0768462;6.85615;-0.668461;6.87923;0.0530349;0.00664813;-0.0740121;711.5;758.5;96.5198;2.43418;-10;-102
4021.33;0;-400;0;-126546;87438;39057;-702;1431;-756;0.692308;1.17949;0.641026;2.51282;0.0295897;-1.23072;-0.0512308;-4.216;-0.329333;5.11133;0.184733;-0.191423;0.039681;707.5;683.5;99.7276;1.74134;-6;-140
4525.54;-400;0;0;-113987;92838;21193;1215;0;-1242;0.897436;0;1.02564;1.92308;-1.10962;-0.0426923;-0.0426923;-1.62;2.26923;3.01308;-0.0882662;0.146128;-0.162973;736;648.5;99.7276;1.60491;-62;-25
5019.72;-400;0;0;-94699;92761;2095;1242;0;-1296;0.74359;0;1.30769;2.05128;-1.18359;-0.187846;-0.187846;-3.35429;-3.84571;-7.865;-0.0205078;0.19962;-0.0465611;805.5;637.5;95.7106;-4.01699;-114;0
5513.26;-400;0;0;-73861;92794;-18607;1242;0;-1242;0.820513;0;0.948718;1.76923;-1.02085;-0.0426923;-0.0426923;-4.66643;1.01214;-2.27929;0.139352;-0.302665;0.150761;845;635;94.8991;0.150876;-70;2
6016.19;-400;0;0;-52947;92861;-39409;1269;0;-1188;0.717949;0;0.897436;1.61538;-0.932077;-0.0597692;-0.0597692;-9.01429;0.68;-1.09;-0.0315987;-0.48005;0.258816;845;634.5;95.7106;0.891411;1;-1
6509.91;0;400;0;-39765;75620;-35478;675;-1431;675;0.74359;1.15385;1;2.89744;0.147949;1.35023;0.196385;-1.52429;-0.934286;-11.5143;0.00367954;-0.0546352;0.0469447;842;662.5;89.1931;-7.36088;8;48
7002.07;0;400;0;-28903;53842;-24830;675;-1404;675;0.666667;1.28205;0.615385;2.5641;-0.0295897;1.28205;0;12.8464;-3.16857;-5.00214;0.00507464;0.107091;-0.0435616;844;708.5;88.3634;0.0341019;-3;72
7524.83;0;400;0;-16361;28703;-12203;702;-1404;702;0.666667;1;0.333333;2;-0.192333;1;9.92417e-09;4.65;0.394;11.3813;0.109294;0.00157877;0.0432943;844.5;761.5;95.7106;6.52938;3;85
8010.71;0;400;0;-5484;6900;-1324;729;-1431;702;0.948718;1.12821;0.769231;2.84615;-0.103564;1.32459;0.196385;-0.849168;0.681667;11.5833;-0.0162354;0.0502726;-0.056193;855;816.5;101.31;9.07727;0;78
510.384;500;0;0;-19179;13;19082;-1485;0;1512;1;0.025641;0.897436;1.92308;1.09482;-0.0512564;-0.0256154;-3.22417;0.519167;-0.975833;0.0451863;-0.251851;0.173625;914;915.5;88.3634;-0.818455;54;3
1043.79;500;0;0;-46311;-4;46309;-1539;-27;1566;1.12821;0.128205;1.12821;2.38462;1.30195;0.0855128;-0.0426923;3.01429;0.962142;-0.970714;0.0595529;0.0452881;-0.0684466;829.5;916;88.3397;-0.853672;156;1
1519.3;500;0;0;-71529;0;71534;-1593;0;1566;0.948718;0;0.871795;1.82051;1.05044;-0.0256154;-0.0256154;-8.16231;4.05692;-10.5462;0.106952;-0.262658;0.121976;759;920.5;85.9717;-4.89408;107;11
2027.86;500;0;0;-97701;-15;97720;-1539;0;1539;0.589744;0;0.666667;1.25641;0.724949;0.0256154;0.0256154;8.96067;-3.69133;-4.76467;-0.0139648;0.420426;-0.307812;677.5;918.5;82.6736;-2.19236;135;9
2503.55;0;-500;0;-114450;19663;94749;-945;1944;-837;0.615385;0.74359;0.692308;2.05128;-0.0443846;-0.931436;-0.187846;6.36615;4.08231;3.31692;0.00813174;0.615591;-0.466985;652;878;85.9717;0.681536;64;-47
3028.1;0;-500;0;-129994;50725;79261;-891;1782;-945;0.25641;1.12821;0.435897;1.82051;-0.103564;-0.983051;0.145154;2.72466;3.228;7.15267;0.151367;0.112891;-0.105045;661;782.5;89.1931;3.17346;-6;-182
3517;0;-500;0;-144417;79661;64854;-891;1863;-918;0.487179;1.05128;0.641026;2.17949;-0.0887692;-1.0769;-0.0256154;-0.189233;0.0353851;1.32308;0.00366214;0.223013;-0.0680589;663.5;692.5;90.8069;1.62572;-2;-136
4011.17;0;-500;0;-158785;108641;50318;-918;1917;-918;0.384615;0.717949;0.333333;1.4359;0.0295897;-0.717949;0;-5.512;-1.25467;10.718;0.0249511;-0.0423177;0.0617025;662;590;96.5198;7.35756;-4;-183
4501.11;-500;0;0;-145306;116692;28751;1593;0;-1566;0.846154;0.025641;0.615385;1.48718;-0.843308;0.0597436;0.0853846;-6.23692;3.95615;-5.19231;0.14316;0.1093;0.112098;701.5;533;94.8304;-0.764872;-66;-93
5021.62;-500;0;0;-117799;116749;1170;1593;54;-1620;0.461538;0.512821;0.102564;1.07692;-0.325487;-0.222513;0.290308;-16.8471;4.72429;2.17429;0.184361;-0.212402;0.120885;825;525.5;94.0856;-1.48368;-208;4
5540.2;-500;0;0;-91396;116745;-25282;1566;0;-1647;0.923077;0.153846;0.564103;1.64103;-0.858103;0.0169231;0.170769;3.72143;3.71143;-31.0021;0.0777239;-0.340751;0.112758;913.5;509.5;76.7595;-17.7217;-160;-33
6018.16;-500;0;0;-66120;116777;-50614;1701;27;-1539;0.410256;0.307692;0.538462;1.25641;-0.54741;-0.247923;0.0597692;-7.44857;-0.819286;-30.3429;-0.030134;0.000993997;-0.0351912;999.5;518.5;64.8852;-12.6358;-158;-34
6521.42;0;500;0;-48235;97771;-48780;918;-1836;891;0.461538;0.769231;0.717949;1.94872;0.147949;0.905846;0.136615;5.44846;1.26154;-7.37077;0.240366;0.571524;-0.236835;1014;594.5;59.7436;-1.42486;-65;115
7014.25;0;500;0;-33079;67566;-33843;945;-1755;891;0.641026;1.23077;0.512821;2.38462;-0.0739744;1.20515;-0.0256154;9.27643;-7.00357;-4.85786;-0.0536412;0.164987;-0.0439714;957.5;677;57.6526;-6.13789;5;178
7543.81;0;500;0;-18185;37628;-18953;864;-1728;891;0.461538;1.48718;0.384615;2.33333;-0.0443846;1.27372;-0.213462;-3.09462;-4.67923;2.98077;-0.0532039;-0.0831768;-0.0867261;907.5;749.5;58.6097;0.239409;1;123
8009.42;0;500;0;-3946;9072;-4699;864;-1782;864;0.769231;1.38462;0.487179;2.64103;-0.162744;1.34192;-0.0426923;-10.2829;-1.24714;5.79571;0.0343715;-0.43185;0.409807;876.5;807.5;62.7004;4.0907;-1;112
501.535;-300;0;0;10412;29;-10349;945;0;-864;0.794872;0;1.30769;2.10256;-1.21318;-0.170769;-0.170769;-1.44231;-0.586923;-2.20077;0.015287;-0.00420673;0.038424;489;748;50.1944;3.5216;-8;0
1039.4;-300;0;0;25732;38;-25549;918;0;-891;1.17949;0;1.28205;2.46154;-1.42031;-0.0341538;-0.0341538;-0.465333;0.513333;-1.10667;-0.0541829;0.13387;-0.0732421;492;749.5;49.0445;-4.18134;-8;-1
1512.44;-300;0;0;39457;41;-39169;891;0;-864;0.871795;0;1.07692;1.94872;-1.12441;-0.0683077;-0.0683077;-0.467691;0.837692;-1.53692;-0.0479079;0.345816;-0.175669;494;751.5;48.4336;-0.610855;-3;0
2043.11;-300;0;0;54855;55;-54420;864;27;-918;1.51282;0.025641;1.23077;2.76923;-1.58305;0.0768205;0.102462;1.41143;0.232858;-1.72286;-0.0100098;0.0311105;0.00172645;495.5;751.5;48.5035;-1.70428;-5;-1
2513.42;-300;0;0;69174;97;-68515;891;0;-891;0.974359;0;1.15385;2.12821;-1.22797;-0.0597692;-0.0597692;3.22167;0.475834;-2.84167;-0.00130211;0.100321;-0.114176;500;755;47.2906;-0.658958;-6;0
3006.54;-300;0;0;83496;83;-82681;864;0;-945;1;0;1.12821;2.12821;-1.22797;-0.0426923;-0.0426923;-2.77;-0.0492857;-7.30714;0.0144741;-0.0585414;-0.0594657;511;761;42.7094;-6.39963;-15;-5
3513.38;0;-300;0;81156;13094;-92669;-459;1053;-513;1.02564;1.07692;0.717949;2.82051;0.177538;-1.29892;-0.222;-6.64867;-0.278667;-14.568;-0.0105143;-0.222152;0.12264;520;753;35.2564;-8.08494;-1;-20
4002.89;0;-300;0;73335;29437;-100273;-486;1080;-513;0.641026;0.74359;0.794872;2.17949;-0.0887692;-0.974128;-0.230538;-1.49231;-2.14846;-22.2238;-0.0116436;-0.165584;0.123591;534;747.5;25.1148;-9.0849;-3;-21
4514.4;0;-300;0;64435;47465;-109054;-513;1107;-486;0.74359;1.58974;0.769231;3.10256;-0.0147949;-1.56413;0.0256154;-6.89466;2.952;-21.804;0.00621744;-0.286344;0.187858;555;740;14.8265;-11.3067;1;-32
5018.77;0;-300;0;56070;64062;-117371;-486;1026;-513;0.769231;0.769231;0.512821;2.05128;0.147949;-0.94;-0.170769;6.23286;3.27429;-2.32;-0.0103934;0.209333;-0.204625;604.5;724.5;14.8265;-2.55644;2;-73
5512.59;0;-300;0;47483;81685;-126020;-540;1053;-540;0.641026;0.769231;0.461538;1.87179;0.103564;-0.880231;-0.111;-3.47143;-3.61143;8.14714;-0.0175781;-0.0654646;0.097726;658.5;711;18.4349;3.60847;-2;-90
6038.37;0;-300;0;38854;99223;-134846;-486;1026;-513;0.692308;1.41026;0.487179;2.58974;0.118359;-1.33341;0.0768461;2.26875;1.01937;3.22437;-0.0531158;0.0469971;-0.025467;715;690.5;20.7461;2.05955;0;-126
6510.24;300;0;0;26230;104399;-127513;-891;0;891;0.846154;0.102564;1.02564;1.97436;1.08003;-0.00864101;0.0939231;-7.18083;-0.353333;2.3975;-0.0259807;0.369588;0.119893;731.5;667;21.0375;2.08599;19;-34
7015.01;300;0;0;11202;104476;-112686;-891;0;891;1;0.0512821;0.794872;1.84615;1.03564;-0.102513;-0.0512308;1.85429;0.315;5.12214;0.0230713;0.013916;-0.0253208;718.5;627;21.8014;-0.333934;58;-1
7518.72;300;0;0;-3333;104553;-98416;-864;0;918;0.974359;0.0512821;0.923077;1.94872;1.09482;-0.0512821;1.24052e-09;-4.10928;1.85071;6.73857;-0.0330636;-0.0303955;0.0601982;703;588;26.2001;4.79532;69;-3
8010.62;300;0;0;-17851;104728;-84049;-891;0;891;0.923077;0.0512821;0.794872;1.76923;0.991256;-0.0768974;-0.0256154;-7.56643;4.89643;13.7886;-0.0195836;-0.200614;0.0854319;678.5;547.5;32.7843;7.59033;75;5
8500.41;300;0;0;-31985;105193;-70142;-891;27;864;0.564103;0.512821;1.10256;2.17949;0.961667;-0.162744;0.350077;2.00308;4.31462;3.45154;0.0188739;-0.0182542;0.141113;659;507;34.5923;2.36724;69;-8
