Time, ms;X axis speed, mm/s;Y axis speed, mm/s;Rotational speed, deg/s;Motor 1 encoder, ticks;Motor 2 encoder, ticks;Motor 3 encoder, ticks;Motor 1 velocity, rpm;Motor 2 velocity, rpm;Motor 3 velocity, rpm;Motor 1 current, A;Motor 2 current, A;Motor 3 current, A;Sum motor current, A;Current X, A;Current Y, A;Current Z, A;X gyro;Y gyro;Z gyro;X accel;Y accel;Z accel;X coordinate, pixels;Y coodinate, pixels;Angle, deg;Delta angle, deg;Delta X, mm;Delta Y, mm
537.922;300;0;0;-11945;-10;11855;-918;0;918;0.769231;0.025641;0.487179;1.28205;0.724949;-0.111026;-0.0853846;-1.01417;1.72083;0.0533332;0.154053;0.00874837;-0.101949;936;293;88.3865;-0.852046;63;0
1036.77;300;0;0;-26935;-109;26798;-918;-81;945;0.794872;0.666667;0.564103;2.02564;0.784128;0.367821;-0.298846;1.9575;0.5;-1.8225;0.119975;0.266724;-0.132284;866.5;291.5;88.3865;0.0451306;97;2
1505.85;300;0;0;-41899;-130;41682;-918;0;891;0.384615;0.025641;0.641026;1.05128;0.591795;0.0682821;0.0939231;-0.637501;-3.59083;-1.425;-0.0362345;0.0675659;0.000142395;802.5;290.5;88.3634;-0.829648;97;5
2013.73;300;0;0;-57368;-182;57066;-918;0;999;0.282051;0.0769231;1.02564;1.38462;0.754538;0.196308;0.273231;-2.80143;0.679286;-0.689286;0.104946;-0.0483573;-0.0500488;729;289.5;88.3865;-0.828939;123;4
2504.98;300;0;0;-72274;-139;71916;-918;0;972;0.769231;0;0.333333;1.10256;0.63618;-0.145154;-0.145154;-2.11;2.10571;-1.7;0.023856;-0.137521;0.131731;666;287;87.5805;-0.0335652;104;3
3042.43;300;0;0;-88159;-105;87797;-972;27;918;0.717949;0;0.538462;1.25641;0.724949;-0.0597692;-0.0597692;-2.71733;-1.884;-1.97667;-0.00906575;0.0316244;-0.0226563;606.5;285;87.6141;-0.805013;98;-1
3504.11;0;300;0;-86478;-11344;97323;486;-1053;567;0.512821;0.846154;0.358974;1.71795;-0.0887692;0.854692;0.00853847;-0.614617;2.13154;-3.35077;0.0261418;-0.116417;0.114371;583.5;317;87.6141;0.0906573;30;55
4022.89;0;300;0;-77168;-30018;106516;513;-1107;540;0.384615;0.74359;0.435897;1.5641;0.0295897;0.769205;0.0256154;-17.0114;0.665;-0.296429;-0.0482178;-0.308454;0.21174;581.5;391;87.5805;-0.0782577;-1;115
4527.88;0;300;0;-68345;-47646;115139;594;-1107;513;0.410256;0.820513;0.692308;1.92308;0.162744;0.914436;0.0939231;5.47;-3.59;-3.33143;0.00495256;0.107317;-0.0433176;585.5;442.5;84.3693;-0.164655;-11;74
5008.92;0;300;0;-60166;-64102;123248;486;-1026;486;0.333333;1.05128;0.564103;1.94872;0.133154;1.00005;-0.0512308;0.315333;3.25467;-5.05333;0.0701986;0.0753092;-0.11683;581;496.5;82.7757;-1.68469;0;103
5518.5;0;300;0;-51400;-81641;131798;594;-1134;513;0.512821;1.02564;0.615385;2.15385;0.0591795;1.05979;0.0341538;-0.927999;-0.907333;-5.60067;0.0273926;-0.046224;0.079004;577;555.5;81.0694;-5.21107;-5;101
6010.28;0;300;0;-43050;-98463;140093;540;-1053;513;0.666667;0.923077;0.461538;2.05128;-0.118359;0.991385;0.0683077;-3.78714;2.33357;-10.7736;-0.0893903;0.0454973;-0.0404751;566;600;76.1593;-3.46204;0;77
6541.24;-300;0;0;-29483;-103600;131630;810;27;-810;1;0;1.12821;2.12821;-1.22797;-0.0426923;-0.0426923;-11.3229;1.53929;-6.50571;0.0388009;-0.201643;0.0627093;578;619;73.6105;-4.11528;-21;23
7017.64;-300;0;0;-15646;-103597;117808;891;0;-891;0.871795;0.025641;0.948718;1.84615;-1.05044;-0.0427179;-0.0170769;1.31692;0.794615;-8.98615;-0.00144608;0.117018;-0.00219727;612.5;623;69.2539;-2.84077;-49;-9
7518.36;-300;0;0;-1310;-103588;103511;891;27;-891;1.12821;0.025641;0.74359;1.89744;-1.08003;0.110974;0.136615;-7.58733;-0.538;-12.25;0.016862;-0.327865;0.167904;651.5;626.5;64.1556;-8.76932;-62;-16
8004.76;-300;0;0;13078;-103596;89128;837;0;-891;0.820513;0;0.794872;1.61538;-0.932077;0.00853846;0.00853846;-1.68846;0.1;1.89462;0.00332408;-0.0586501;0.0446027;686.5;643.5;64.8852;1.51544;-62;-1
8525.11;-300;0;0;28687;-103623;73650;945;0;-864;0.871795;0.0512821;1.05128;1.97436;-1.10962;-0.0939744;-0.0426923;-4.96;-2.7;-5.35;-0.0497001;-0.0140207;0.00701028;741;662;63.4349;-0.00674385;-84;-7
9014.5;-300;0;0;43566;-103582;58807;891;0;-945;0.769231;0;0.923077;1.69231;-0.976462;-0.0512308;-0.0512308;5.84615;-3.51615;1.54308;0.130747;0.235464;-0.193585;777.5;683;64.8852;1.09257;-60;3
9535.08;0;-300;0;40478;-90778;49148;-513;1053;-513;0.615385;0.974359;0.384615;1.97436;0.133154;-0.982897;-0.00853847;-0.284284;-2.90357;-6.30714;0.0586112;0.0568325;-0.0711147;793;666;60.1541;-2.13681;-15;-30
10008.2;0;-300;0;32134;-74089;40827;-486;1026;-513;0.717949;1.17949;0.461538;2.35897;0.147949;-1.17949;9.92417e-09;-8.24077;1.24;-13.8869;0.0571289;-0.176138;0.178204;802.5;637.5;54.9406;-6.37082;5;-46
10516.7;0;-300;0;23870;-57293;32485;-540;1080;-540;0.615385;1.25641;0.74359;2.61538;-0.0739744;-1.29056;-0.0341539;2.93267;0.0140002;-12.952;0.0265788;0.0929688;-0.0735677;810;612;49.6669;-6.92733;17;-39
11019.9;0;-300;0;14517;-39369;23480;-513;1053;-513;0.384615;1;0.435897;1.82051;-0.0295897;-0.940231;0.0597692;0.145001;0.095;-21.2557;0.0397949;0.00728934;-0.0890591;841;578.5;36.8699;-12.8834;3;-66
11527.2;0;-300;0;5579;-21828;14653;-513;1053;-513;0.487179;0.871795;0.769231;2.12821;-0.162744;-0.999872;-0.128077;-5.45571;-2.44143;-12.0921;0.0271519;-0.0732422;0.050293;888;544;31.3903;-4.34648;3;-97
12043;0;-300;0;-3046;-4576;6156;-513;1107;-540;0.384615;0.384615;0.512821;1.28205;-0.0739744;-0.555385;-0.170769;-5.94616;2.71077;1.08462;-0.0664438;-0.0966233;0.054556;944.5;503.5;32.0926;-0.265154;3;-104
539.869;400;0;0;-16307;11;16349;-1269;27;1296;0.641026;0.153846;0.384615;1.17949;0.591795;-0.188;-0.0341538;5.34231;-1.49923;-5.75385;0.0245643;0.0782565;-0.075214;930;200;86.7295;-6.49597;72;3
1021.01;400;0;0;-36816;64;36912;-1242;27;1161;1.07692;0.128205;0.974359;2.17949;1.18359;-0.119667;0.00853845;8.83857;-6.68;-1.63143;0.221226;-0.140834;-0.00530124;835;198.5;87.546;1.5447;154;-2
1522.88;400;0;0;-57337;121;57390;-1296;0;1242;0.435897;0.025641;0.410256;0.871795;0.488231;-0.025641;6.20261e-10;6.49231;7.57692;-1.37846;-0.30634;0.157358;-0.00251651;735.5;199;87.546;0.77149;147;8
2026.15;400;0;0;-77886;123;77963;-1269;0;1242;0.846154;0;0.538462;1.38462;0.798923;-0.102462;-0.102462;-0.0261545;2.46769;-3.37231;0.0765475;0.0187989;-0.0388184;654.5;197;85.9717;-0.77049;129;4
2501.5;0;400;0;-75098;-16619;91854;702;-1431;675;0.307692;0.538462;0.282051;1.12821;-0.0147949;0.555538;0.0170769;-11.9585;-0.723846;-15.1431;-0.0644532;-0.620568;0.45459;607.5;240.5;77.9052;-5.80584;54;86
3037.3;0;400;0;-62599;-41837;104263;702;-1404;702;0.384615;0.769231;0.410256;1.5641;0.0147949;0.777769;0.00853846;-3.78072;-1.08786;-2.26857;-0.0476423;-0.00781251;0.0764509;584;343.5;76.3496;0.190276;-1;154
3510.86;0;400;0;-51407;-64369;115393;729;-1539;675;0.333333;0.846154;1.12821;2.30769;0.458641;1.05108;0.204923;-12.5185;-1.65615;-3.55;-0.0717398;-0.190505;0.00976568;568;418.5;73.6105;-2.15928;0;128
4021.35;0;400;0;-38924;-89154;127645;702;-1404;675;0.461538;1;0.717949;2.17949;0.147949;1.05977;0.0597692;5.57467;-3.944;-2.582;0.0271647;-0.178874;0.0209962;551;495;72.3156;-3.07695;-8;137
4523.41;-400;0;0;-20871;-94224;115144;1242;0;-1215;1.30769;0.025641;1.20513;2.53846;-1.4499;0.0170513;0.0426923;4.92846;0.362308;5.79231;0.105694;0.0441143;-0.110887;563;524.5;73.8355;1.542;-28;39
5000.89;-400;0;0;-800;-94254;95056;1215;0;-1242;0.871795;0.0512821;0.974359;1.89744;-1.06523;-0.068359;-0.0170769;-7.97286;1.02;-2.46071;0.0569371;-0.315395;0.177298;618;540;73.6105;0.781745;-95;-2
5531.92;-400;0;0;20486;-94278;73934;1242;0;-1215;0.769231;0.025641;0.769231;1.5641;-0.887692;-0.0171026;0.00853846;-4.44286;-1.58857;1.88643;0.108032;0.00319127;-0.00374931;695;562;74.1676;-0.215439;-121;3
6015.52;-400;0;0;39972;-94383;54667;1296;0;-1242;1;0;1.05128;2.05128;-1.18359;-0.0170769;-0.0170769;-1.43417;-9.07417;-12.2083;-0.0204671;0.554016;-0.318298;767.5;578;68.9625;-4.98142;-109;-4
6517.64;0;-400;0;37646;-77762;40252;-783;1431;-702;0.410256;0.948718;0.461538;1.82051;-0.0295897;-0.923103;0.0256154;-8.15539;4.97;-21.4046;0.0373723;0.370343;-0.240535;807;550;57.9074;-8.88475;-35;-60
7004.78;0;-400;0;25926;-54573;28569;-783;1458;-702;0.333333;0.820513;0.641026;1.79487;-0.177538;-0.871744;-0.0512308;-2.92461;2.69385;-11.4338;0.0353065;0.172814;-0.0732986;854;481.5;52.4809;-6.1056;0;-134
7524.35;0;-400;0;13710;-30089;16554;-756;1458;-702;0.333333;0.538462;0.538462;1.41026;-0.118359;-0.649462;-0.111;-0.402307;1.40693;-0.378462;-0.0505747;0.0801532;0.0133713;917.5;393;53.6156;0.818649;3;-157
8013.64;0;-400;0;1523;-5557;4448;-729;1485;-702;0.307692;0.333333;0.282051;0.923077;0.0147949;-0.418718;-0.0853846;5.40384;2.09538;0.929231;0.123535;0.31851;-0.337515;973.5;313;54.2726;0.653466;2;-151
527.112;500;0;0;-19491;-29;19379;-1539;0;1566;0.846154;0.205128;0.333333;1.38462;0.680564;-0.30759;-0.102462;1.08231;5.20385;6.22;0.117357;0.201886;-0.0871394;718;263;90;3.98859;79;6
1042.33;500;0;0;-47201;-15;47082;-1566;0;1593;0.897436;0;0.538462;1.4359;0.828513;-0.119538;-0.119538;-5.86846;0.375384;-3.34923;-0.218712;-0.0331468;0.134784;601;263.5;87.546;-0.900609;165;1
1516.28;500;0;0;-71880;-24;71720;-1566;0;1566;0.461538;0;0.589744;1.05128;0.60659;0.0426923;0.0426923;-1.66083;3.23583;-0.0358333;-0.214742;0.00909423;-0.0116171;514.5;265;88.3865;-0.691806;127;8
2008.78;500;0;0;-97373;11;97121;-1539;-27;1620;0.948718;0.025641;0.641026;1.61538;0.917282;-0.085359;-0.111;2.55;-1.73929;9.37643;-0.233224;-0.391846;0.170951;428.5;275;92.4195;7.24481;142;18
2527.46;0;500;0;-94765;-20784;115345;891;-1836;891;0.820513;0.487179;0.692308;2;-0.0739744;0.828718;0.341538;18.035;-4.60786;3.54214;-0.109549;0.26008;-0.295149;385.5;325.5;95.553;2.30502;75;74
3001.75;0;500;0;-80909;-48737;129084;945;-1782;891;0.589744;0.974359;0.974359;2.53846;0.221923;1.17074;0.196385;1.11231;-7.94308;-19.2754;0.0918908;-0.0431378;-0.0102915;391;402.5;86.8202;-7.93738;-5;129
3537.15;0;500;0;-64962;-80600;144862;810;-1701;918;0.820513;1.58974;0.820513;3.23077;0;1.60682;0.0170769;-0.200001;5.70857;-7.26286;0.0215541;-0.0646973;0.136963;379;482.5;82.7757;-4.8034;3;124
4016.22;0;500;0;-50832;-109322;159094;837;-1890;864;0.512821;1.38462;0.564103;2.46154;0.0295897;1.28215;-0.102462;1.68714;-3.44786;-12.9921;0.149606;-0.126622;0.0148577;378;560;77.125;-5.65069;-16;135
4524.74;-500;0;0;-27902;-116228;142669;1512;0;-1485;1.61538;0.179487;1.66667;3.46154;-1.89374;-0.136795;0.0426923;-8.15143;-2.46429;4.59571;0.0082659;-0.162598;0.183629;392.5;603;80.4069;3.17865;-28;67
5011.54;-500;0;0;-4285;-116329;118853;1458;0;-1431;1.84615;0.025641;1.23077;3.10256;-1.77538;0.18782;0.213462;3.82769;0.365385;4.30154;-0.0757775;0.263184;-0.102314;422.5;613.5;83.4802;3.22503;-42;8
5505.75;-500;0;0;21401;-116304;93387;1512;0;-1485;0.871795;0;1.41026;2.28205;-1.31674;-0.179308;-0.179308;-4.87071;1.31357;-1.61357;-0.00026159;-0.288417;0.203665;456.5;616.5;83.5713;0.958095;-52;0
6011.26;-500;0;0;46664;-116332;68596;1647;0;-1431;1;0.025641;1.20513;2.23077;-1.27236;-0.0854103;-0.0597692;6.52143;1.39357;-33.7136;-0.0891985;0.259905;-0.10587;497;608;64.1556;-18.9433;-54;-28
6516.32;0;-500;0;43244;-96159;51528;-891;1755;-864;0.641026;1.28205;0.538462;2.46154;0.0591795;-1.2479;0.0341538;0.827143;0.189285;-15.0429;-0.0558733;0.0493862;-0.12064;538;572.5;58.7608;-3.5917;-26;-85
7006.49;0;-500;0;28309;-66049;36511;-891;1809;-891;0.487179;0.512821;0.358974;1.35897;0.0739744;-0.623821;-0.111;-7.48;2.74692;11.9023;0.0362079;-0.15024;-0.0146859;579.5;487;64.1556;3.9942;6;-148
7510.09;0;-500;0;13229;-35773;21484;-891;1917;-864;0.333333;0.846154;0.615385;1.79487;-0.162744;-0.880308;-0.0341539;-3.65769;3.07231;8.45154;0.0990835;-0.316012;0.226957;611.5;393;68.0513;2.4268;10;-149
8032.23;0;-500;0;-1949;-5135;6168;-918;1863;-918;0.153846;0.435897;0.564103;1.15385;-0.236718;-0.529821;-0.0939231;-1.36714;-2.15714;4.91714;-0.141183;-0.215123;0.105713;654;270.5;72.3156;4.02938;7;-201
503.072;300;0;0;-10681;13;10636;-891;0;891;0.538462;0.025641;0.794872;1.35897;0.769333;0.068282;0.0939231;1.95462;0.735385;-2.14308;0.0602464;-0.0792142;0.011531;580;267;179.215;-0.785119;24;-2
1020.94;300;0;0;-26552;21;26451;-864;0;864;0.666667;0;1.07692;1.74359;1.00605;0.136615;0.136615;5.19071;3.26357;-3.05714;-0.0555769;0.00720215;-0.0713589;578.5;321;178.409;-2.38686;81;1
1529.69;300;0;0;-41839;-7;41670;-972;0;972;0.564103;0.0769231;0.717949;1.35897;0.739744;-7.6928e-05;0.0768462;-3.90125;-3.76375;-0.561875;0.0685272;-0.140823;0.0772247;577.5;369.5;180;2.39746;87;0
2015.94;300;0;0;-56549;3;56396;-918;0;918;0.717949;0.102564;0.461538;1.28205;0.680564;-0.153795;-0.0512308;-1.91231;3.63462;2.55077;-0.0588379;0.0634202;-0.0301983;578.5;417;181.614;1.61354;75;1
2507.17;300;0;0;-71187;-36;71047;-918;-27;918;0.871795;0.025641;0.641026;1.53846;0.872897;-0.0597436;-0.0853846;-1.15429;1.01357;0.64;0.0296631;-0.145037;0.081665;585;457.5;182.386;0.0214789;64;7
3017.86;300;0;0;-85771;-13;85672;-891;0;891;1.20513;0;0.769231;1.97436;1.13921;-0.145154;-0.145154;7.88286;-2.95929;-1.56;-0.066633;0.381191;-0.2805;584.5;504.5;181.614;0.872553;69;-2
3538.19;0;-300;0;-96529;12880;83647;-513;1107;-540;0.717949;0.948718;0.487179;2.15385;0.133154;-1.0341;-0.0853846;-1.08643;-2.01143;4.18143;-0.0229667;0.0476074;-0.0634765;554.5;521.5;183.18;-0.932435;23;-48
4030.42;0;-300;0;-104797;29689;75337;-486;999;-513;0.794872;1.61538;0.846154;3.25641;-0.0295897;-1.62392;-0.00853848;1.61077;0.213846;2.01615;0.025616;-0.0660494;0.0620493;505;525;185.631;0.90208;1;-75
4515.09;0;-300;0;-113108;46242;67154;-540;1026;-513;0.512821;1.05128;0.769231;2.33333;-0.147949;-1.12813;-0.0768462;0.438334;1.37917;-7.12167;-0.000467941;0.149109;-0.0853271;469;525.5;182.386;-6.44826;-8;-46
5006.01;0;-300;0;-121389;62860;59098;-513;1026;-513;0.666667;1;0.846154;2.51282;-0.103564;-1.17077;-0.170769;-3.76154;-1.05;-15.0269;-0.0198317;-0.178542;0.0923417;434.5;522;174.369;-7.20998;-5;-47
5519.02;0;-300;0;-130222;80960;50300;-513;1107;-486;0.871795;1.23077;0.589744;2.69231;0.162744;-1.30762;-0.0768462;-5.94533;-1.43;-26.1513;-0.016569;-0.163086;0.0695802;417;519;162.072;-11.5342;2;-23
6008;0;-300;0;-138197;97487;42332;-513;1026;-486;0.769231;0.769231;0.589744;2.12821;0.103564;-0.965615;-0.196385;0.865385;1.23769;-27.6669;-0.00431943;0.0932242;-0.0564153;403;515;148.761;-12.1128;2;-17
6543.77;-300;0;0;-128790;102108;28584;864;0;-864;1.33333;0;1;2.33333;-1.34633;0.111;0.111;-4.722;0.985334;-9.55467;-0.0537597;-0.151937;0.0743327;408;497.5;145.204;-2.45382;-26;-5
7001.79;-300;0;0;-115481;102115;15244;945;0;-891;1;0;0.923077;1.92308;-1.10962;0.0256154;0.0256154;-5.46833;-1.17;7.98;0.06368;-0.177531;0.156535;433.5;466;148.761;4.22251;-55;4
7525.45;-300;0;0;-99269;102122;-904;918;-27;-891;0.871795;0;0.871795;1.74359;-1.00605;0;0;3.13067;-0.24;11.624;0.0319336;0.3729;-0.247949;465;428;155.225;6.44834;-78;15
8028.23;-300;0;0;-84597;102147;-15519;918;0;-864;0.74359;0;0.794872;1.53846;-0.887692;-0.0170769;-0.0170769;1.50572;2.11786;6.89429;0.0956159;0.0148577;-0.0540422;490;382;159.538;3.87416;-77;8
8504.41;-300;0;0;-69826;102125;-30226;891;27;-945;0.564103;0.179487;0.512821;1.25641;-0.621385;-0.102641;0.0768462;4.82231;1.44231;0.905385;0.0878343;0.0583872;0.0883226;507.5;333.5;159.814;0.0981906;-81;0
9011.73;-300;0;0;-55135;102140;-44930;918;0;-891;0.692308;0;0.615385;1.30769;-0.754538;0.0256154;0.0256154;-3.11643;-0.645714;-0.794286;-0.0153111;0.37657;-0.145421;523.5;283;159.538;0.00825588;-86;-3
9533.24;0;300;0;-44527;89089;-42461;567;-1053;540;0.282051;1.05128;0.589744;1.92308;0.177538;0.991513;-0.0597692;1.34571;-3.66286;-1.39571;-0.0578614;-0.064767;0.0320871;569.5;278;159.075;0.269257;-31;67
10022.9;0;300;0;-35569;71087;-33532;486;-1053;567;0.358974;0.512821;0.333333;1.20513;-0.0147949;0.57259;0.0597692;5.25154;4.19538;-2.73;-0.118746;-0.10992;0.0808294;625.5;303.5;158.791;0.162039;1;101
10517.3;0;300;0;-26958;53591;-24845;513;-1080;540;0.615385;0.692308;0.205128;1.51282;-0.236718;0.735;0.0426923;1.998;-1.75267;-4.19333;-0.041683;-0.0666341;0.0974121;700;332.5;156.595;-2.92782;-2;132
11040.8;0;300;0;-17979;35251;-15841;567;-1161;513;0.153846;0.153846;0.307692;0.615385;0.0887692;0.256308;0.102462;-2.42;-0.425;-5.09643;0.023856;-0.023298;-0.0250418;771;360.5;155.225;-1.302;-4;122
11509.9;0;300;0;-9260;17694;-7160;567;-1080;540;0.282051;0.282051;0.0769231;0.641026;-0.118359;0.307667;0.0256154;1.66083;-0.3425;-0.635;0.0384928;0.0545044;-0.0507813;834.5;390;155.956;-0.713905;0;106
12001.3;0;300;0;-511;237;1450;594;-1026;540;0.0512821;0.564103;0.25641;0.871795;0.118359;0.478718;-0.0853846;3.68143;1.89786;1.70929;-0.0248151;0.0765207;-0.0462124;902.5;422;155.225;-0.745633;3;122
530.636;400;0;0;-16137;1;16101;-1269;27;1242;0.846154;0.025641;0.820513;1.69231;0.961667;-0.025641;6.20261e-10;4.14231;1.69769;-2.64692;0.00463864;0.29695;-0.249662;530.5;307.5;179.215;0;43;0
1008.14;400;0;0;-36459;23;36383;-1269;0;1242;0.461538;0;0.897436;1.35897;0.784128;0.145154;0.145154;3.79143;-4.87;0.35;-0.00169155;0.174456;-0.117868;533.5;374.5;178.431;-0.0108617;112;7
1510.17;400;0;0;-55932;5;55816;-1350;0;1215;0.948718;0.025641;1.15385;2.12821;1.21318;0.0512051;0.0768462;-9.20462;0.113846;-2.72385;-0.0550443;-0.419884;0.260268;538.5;437;177.614;-0.0211725;95;8
2007.32;400;0;0;-76771;-9;76730;-1188;0;1242;1.61538;0.025641;0.846154;2.48718;1.42031;-0.273256;-0.247615;5.47533;5.66333;-1.02067;-0.00323895;0.0133301;-0.0434123;541;499.5;177.58;-0.0335652;110;9
2514.61;0;-400;0;-90858;17380;73528;-702;1431;-675;0.282051;0.794872;0.846154;1.92308;-0.325487;-0.905872;-0.111;0.960713;-1.42214;-5.05357;0.0675746;0.320557;-0.211809;498.5;519;176.028;-0.695063;35;-65
3024.98;0;-400;0;-102607;40806;62096;-702;1377;-675;0.641026;1.07692;0.794872;2.51282;-0.0887692;-1.19646;-0.119538;1.74933;0.617333;-4.27933;0.0184245;0.330957;-0.157747;437.5;510.5;173.571;-1.59516;-5;-101
3529.83;0;-400;0;-114248;64350;50420;-783;1404;-702;1.02564;1;0.641026;2.66667;0.221923;-1.222;-0.222;5.12571;-0.872857;-29.2993;0.0307617;0.319964;-0.247297;410;508.5;161.053;-11.7488;4;-41
4023.76;0;-400;0;-125138;86731;39549;-729;1431;-702;0.769231;1.17949;0.615385;2.5641;0.0887692;-1.24779;-0.0683077;0.122856;1.03214;-33.6071;0.0206822;0.0627965;-0.0955462;393;499;144.09;-16.5879;0;-30
4542.49;-400;0;0;-113324;93667;20906;1188;0;-1269;1.30769;0.0769231;1.05128;2.4359;-1.36113;0.0340769;0.111;-6.77071;0.0192859;-18.8129;-0.00238913;-0.0418004;-0.0403443;402;474;136.736;-5.92614;-34;-17
5029.05;-400;0;0;-92453;93678;90;1242;27;-1215;0.435897;0;0.641026;1.07692;-0.621385;-0.0683077;-0.0683077;-3.15461;-2.03154;11.1815;-0.0280574;-0.579627;0.387836;448.5;427;142.97;4.53831;-97;3
5522.69;-400;0;0;-72172;93703;-20156;1296;0;-1242;0.589744;0.0769231;0.487179;1.15385;-0.621385;-0.0171538;0.0597692;-0.0553322;4.188;13.3713;0.043864;0.173291;-0.110368;498;372;148.079;6.22993;-123;12
6001.03;-400;0;0;-52475;93689;-39780;1242;0;-1296;0.769231;0;0.512821;1.28205;-0.739744;0.0853846;0.0853846;2.71308;3.28;-0.628462;0.148588;-0.0290715;0.106276;533;307.5;149.452;-0.405435;-120;-6
6531.54;0;400;0;-38061;76080;-36529;702;-1458;756;0.384615;0.641026;0.25641;1.28205;-0.0739744;0.641026;0;-4.59928;5.36786;-4.68429;-0.0491072;-0.0787615;0.0184849;593;305.5;148.079;-1.77429;-51;75
7032.42;0;400;0;-26047;51849;-24453;702;-1431;675;0.641026;0.666667;0.153846;1.46154;-0.281103;0.709359;0.0426923;-4.73538;4.05923;-0.421539;0.0763033;-0.384315;0.290752;669;354.5;146.976;-0.867291;3;134
7506.9;0;400;0;-14393;28207;-12735;702;-1431;729;0.307692;0.384615;0.25641;0.948718;-0.0295897;0.444385;0.0597692;-2.06077;-0.604614;-6.84;-0.0584623;0.131254;0.0272499;749;405.5;146.31;-1.77827;-5;158
8002.49;0;400;0;-2564;4630;-1090;729;-1377;729;0.435897;0.846154;0.230769;1.51282;-0.118359;0.786385;-0.0597692;-2.78857;-2.65714;-2.93714;-0.208147;-0.533831;0.279506;833.5;459.5;145.654;-1.77645;-4;167
538.11;500;0;0;-20340;-2;20300;-1539;0;1647;0.820513;0;0.692308;1.51282;0.872897;-0.0426923;-0.0426923;-5.72334;3.58917;-0.243333;0.0805867;-0.277405;0.268412;538.5;333;180.785;-0.827807;40;0
1005.32;500;0;0;-44892;-3;44790;-1566;0;1566;0.435897;0;0.769231;1.20513;0.695359;0.111;0.111;5.77091;-4.38818;-2.31091;0.0847612;0.393821;-0.2318;541.5;403.5;180;-1.59114;109;0
1530.57;500;0;0;-72188;-1;72100;-1593;0;1566;0.692308;0.025641;0.974359;1.69231;0.961667;0.0768205;0.102462;-2.52133;-3.648;2.368;-0.0296875;0.350846;-0.192952;551;482.5;181.591;-0.0336044;133;15
2007.67;500;0;0;-96521;-113;96350;-1539;0;1620;1.15385;0.025641;1.12821;2.30769;1.31674;-0.025641;2.04686e-08;-4.62429;2.21;-6.69857;-0.0705916;-0.0810721;0.0361328;553.5;551.5;177.614;-5.63481;112;5
2527.78;0;-500;0;-114717;22490;91805;-891;1701;-945;0.615385;1.4359;0.948718;3;-0.192333;-1.47859;-0.0426923;7.02786;-0.936428;-2.92071;-0.176182;0.666172;-0.507167;500;570.5;176.775;-0.838888;34;-85
3022.68;0;-500;0;-129110;51161;77603;-837;1755;-972;0.333333;0.820513;0.615385;1.76923;-0.162744;-0.863205;-0.0426923;-3.81786;1.03071;-3.89071;0.0046387;-0.0270822;0.0481305;414.5;560.5;175.101;-0.875892;-4;-140
3523.87;0;-500;0;-143692;81304;63125;-864;1755;-864;0.846154;0.923077;0.666667;2.4359;0.103564;-1.11946;-0.196385;-6.81615;-3.04615;-41.5854;0.103309;-0.36854;0.370361;378;546.5;153.8;-18.8582;-6;-55
4030.41;0;-500;0;-157595;110354;48954;-837;1836;-864;0.871795;1.23077;0.769231;2.87179;0.0591795;-1.36738;-0.136615;-3.95714;-0.374286;-42.0929;0.0209438;-0.107997;0.0534493;353;522.5;132.754;-19.5248;-6;-51
4540.91;-500;0;0;-142314;118244;26060;1566;0;-1566;1.28205;0.102564;1.12821;2.51282;-1.39072;-0.0171795;0.0853846;-20.092;0.599334;-12.3827;-0.00572917;-1.02347;0.652804;365;504;126.552;-5.71306;-30;-15
5016.53;-500;0;0;-117360;118256;1133;1674;0;-1512;1.07692;0;1.02564;2.10256;-1.21318;0.0170769;0.0170769;-5.59616;-0.867692;-15.2323;-0.0386306;0.359638;-0.184157;390.5;479.5;119.055;-8.15795;-54;-6
5521.98;-500;0;0;-92260;118261;-23967;1512;-27;-1539;1.76923;0;1.07692;2.84615;-1.64223;0.230538;0.230538;0.147859;1.07143;-11.85;-0.0296108;0.0650984;-0.138567;423;456;114.044;-2.81763;-62;-13
6029.82;-500;0;0;-65878;118276;-50232;1647;0;-1593;0.846154;0;0.615385;1.46154;-0.843308;0.0768462;0.0768462;2.89286;-0.972143;16.1121;0.0180315;0.160104;-0.0186768;499.5;422.5;121.239;4.65372;-137;3
6525.52;0;500;0;-47861;96390;-46222;864;-1917;918;0.410256;1.07692;0.666667;2.15385;0.147949;1.07692;-9.92417e-09;-3.73867;-3.76867;-3.078;0.0851237;-0.0475423;0.0222819;561.5;442.5;120.548;-0.0931189;-72;95
7000.82;0;500;0;-33883;68421;-32475;864;-1755;918;0.74359;1.20513;0.871795;2.82051;0.0739744;1.34174;0.136615;12.7054;0.550769;-10.4877;-0.0744253;0.236234;-0.0966421;613;518.5;115.463;-4.70787;-11;145
7532.53;0;500;0;-18871;38202;-17658;891;-1782;864;0.307692;1.02564;0.794872;2.12821;0.281103;1.05126;0.0256154;6.9525;2.23562;-28.5137;-0.059845;0.402191;-0.223007;657;622.5;101.31;-13.5883;-17;199
8022.69;0;500;0;-3780;8183;-2691;864;-1782;864;0.538462;1.17949;0.74359;2.46154;0.118359;1.21364;0.0341538;6.40429;-0.958571;-1.43;-0.00683595;0.019601;-0.27138;682.5;712.5;100.521;-1.89749;-10;149
