X axis speed, mm/s;Y axis speed, mm/s;Rotational speed, deg/s;Motor 1 encoder, ticks;Motor 2 encoder, ticks;Motor 3 encoder, ticks;Motor 1 velocity, rpm;Motor 2 velocity, rpm;Motor 3 velocity, rpm;Motor 1 current, A;Motor 2 current, A;Motor 3 current, A;Sum motor current, A;Current X, A;Current Y, A;Current Z, A;X coordinate, pixels;Y coodinate, pixels;Angle, deg;Delta angle, deg;Delta X, mm;Delta Y, mm
-100;0;0;16976.3076923077;0;-16626.5384615385;236.769230769231;0;-249.230769230769;1.14792823076923;0;1.14990192307692;2.27613384615385;-1.32015769230769;0.0105088738461538;0.0105088738461538;148.945538461538;762.476692307692;264.773461538462;0;-0.0320322;-0.0138969999999998
-100;0;0;20542.5384615385;0;-20039.3846153846;240.923076923077;0;-228.461538461538;1.11439861538462;0;1.20118292307692;2.32544230769231;-1.33495307692308;-0.0269289492307692;-0.0269289492307692;148.807692307692;762.373384615385;264.773461538462;0;-0.920249;0.7512654
-100;0;0;24044.7692307692;0;-23420.7692307692;247.153846153846;0;-249.230769230769;1.10848176923077;0;1.06508930769231;2.16568076923077;-1.24959615384615;0.0118224876923077;0.0118224876923077;148.98;762.717461538462;265.128384615385;0.768328;0.0335462;-0.823605
-100;0;0;27726.4615384615;0;-27015.0769230769;251.307692307692;0;-243;1.01972584615385;0;1.07495107692308;2.07889538461539;-1.20179769230769;-0.0118225307692308;-0.0118225307692308;148.911076923077;762.648692307692;265.069230769231;-0.768328;-0.1005066;0.828808
-100;0;0;31359.4615384615;0;-30502.4615384615;251.307692307692;0;-257.538461538462;1.029586;0;1.07495084615385;2.10453846153846;-1.21431769230769;-0.0151064907692308;-0.0151064907692308;148.876615384615;762.545538461538;264.891769230769;-1.536656;-0.199083;1.6356222
-100;0;0;34866.5384615385;0;-33894.4615384615;253.384615384615;0;-240.923076923077;1.053254;0;1.08875692307692;2.14201384615385;-1.23594076923077;-0.0118224815384615;-0.0118224815384615;148.876615384615;762.511;264.891769230769;0.768328;0.0345138000000001;-0.834607
-100;0;0;38370.1538461538;0;-37348.0769230769;257.538461538462;0;-245.076923076923;1.05522715384615;0;1.07889569230769;2.11834230769231;-1.21317846153846;-0.00788168153846154;-0.00788168153846154;148.842153846154;762.614230769231;265.004461538462;0;-0.8971965;0.7533
-100;0;0;42211.6923076923;0;-41086.5384615385;249.230769230769;0;-234.692307692308;0.936883461538461;0;1.22485230769231;2.16173692307692;-1.24732076923077;-0.0958934;-0.0958934;148.807692307692;762.717615384615;265.187538461538;0.768328;-0.8637386;-0.0814068000000001
-100;0;0;45899.9230769231;0;-44623.2307692308;243;0;-245.076923076923;1.11242576923077;0;1.07889561538462;2.21696307692308;-1.28601461538462;0.00656805230769231;0.00656805230769231;148.773230769231;762.614384615385;265.003846153846;1.00000000013978e-06;1.774607;-1.484616
100;0;0;-2432.15384615385;0;2413.61538461538;-247.153846153846;0;232.615384615385;1.14003815384615;0;1.10453707692308;2.24457538461538;1.28715307692308;-0.00722484769230769;-0.00722484769230769;332.455230769231;732.837846153846;79.4887153846154;-1.970522;1.754948;-0.53426
100;0;0;-5980.76923076923;0;6007.23076923077;-238.846153846154;0;240.923076923077;1.27021769230769;0;1.17159746153846;2.41814769230769;1.39527;-0.0249585507692308;-0.0249585507692308;332.111153846154;732.528153846154;79.6283153846154;-0.790509;-0.013099;-0.018974
100;0;0;-9475.07692307692;-0.230769230769231;9600.46153846154;-234.692307692308;0;253.384615384615;1.25443838461538;0;1.03353;2.28205076923077;1.33039923076923;-0.0834142046153846;-0.0834142046153846;331.904615384615;732.424769230769;79.8670538461538;0.14104;1.746235;-0.517328
100;0;0;-13009.5384615385;-1;13262.2307692308;-240.923076923077;0;245.076923076923;1.15187369230769;0;1.09073015384615;2.25443769230769;1.31446692307692;-0.0203609615384615;-0.0203609615384615;331.766769230769;732.218230769231;79.7755846153846;0.913523;-0.00867599999999991;-0.014831
100;0;0;-16632.0769230769;-1;16942.6153846154;-243;0;243;1.21301846153846;0;1.12228646153846;2.33530461538462;1.34291923076923;-0.0275858446153846;-0.0275858446153846;331.801230769231;732.424769230769;79.3948923076923;0;-0.0418899999999999;-0.0193500000000002
100;0;0;-20018.2307692308;-1;20389.1538461538;-234.692307692308;0;251.307692307692;1.22288030769231;0;1.12820561538462;2.35108461538462;1.35657692307692;-0.0315265538461538;-0.0315265538461538;331.594461538462;732.356;79.3845384615384;1.55763;-0.0240799999999999;0.00681500000000024
100;0;0;-23608.3846153846;-1;24026.3076923077;-243;0;245.076923076923;1.14595807692308;0;1.10059276923077;2.24654923076923;1.29625692307692;-0.0151064338461538;-0.0151064338461538;331.628923076923;732.218076923077;79.5043692307692;0.778815;1.511625;-3.931717
100;0;0;-27262;-1;27665.6153846154;-247.153846153846;0;247.153846153846;1.16568;0;1.09072876923077;2.27219076923077;1.28715307692308;-0.0203609461538462;-0.0203609461538462;331.56;732.252461538462;79.3845384615384;0;-0.032986;-0.00626999999999978
100;0;0;-30813.3076923077;-1;31199.2307692308;-240.923076923077;0;245.076923076923;1.20709907692308;0;1.01972469230769;2.20512692307692;1.27463461538462;-0.0564851123076923;-0.0564851123076923;331.56;732.287076923077;79.4444538461538;0;0.2856;-1.62196
100;0;0;-34442.3846153846;-1;34921.8461538462;-240.923076923077;0;249.230769230769;1.15187307692308;0;1.04733861538462;2.19921153846154;1.26552923076923;-0.0328402938461538;-0.0328402938461538;331.56;732.596923076923;79.3246230769231;1.55763;0.285601;-1.62196
100;0;0;-38152.7692307692;-1;38684.9230769231;-238.846153846154;0;247.153846153846;1.27613384615385;0;1.16568046153846;2.42209;1.39071846153846;-0.0262721769230769;-0.0262721769230769;331.56;732.734461538462;79.0849615384615;-1.55763;-0.351571;1.60942
100;0;0;-41705.5384615385;-1;42279.1538461538;-238.846153846154;0;245.076923076923;1.191321;0;0.998028;2.17554230769231;1.25528769230769;-0.0597692769230769;-0.0597692769230769;331.56;732.493692307692;79.3953846153846;0.919857;0;0
100;0;0;-45113.4615384615;-1;45783;-238.846153846154;0;240.923076923077;1.18146153846154;0;1.067061;2.24852153846154;1.29739538461538;-0.0380947384615385;-0.0380947384615385;331.56;732.734461538462;79.0250461538461;0.637773;-0.329581;1.6136
-100;0;0;2141.92307692308;-1.69230769230769;-2216.23076923077;232.615384615385;0;-255.461538461538;1.32347069230769;0;0.988165692307692;2.31163769230769;-1.34405615384615;0.117568064615385;0.117568064615385;332.558615384616;732.906692307692;79.7584384615385;0.913524;-1.647712;-0.306703
-100;0;0;5675;-4;-6009.07692307692;230.538461538462;0;-257.538461538462;1.30769230769231;0;1.035503;2.34319538461538;-1.35202307692308;0.0906390769230769;0.0906390769230769;333.143692307692;733.010076923077;80.6792846153846;0.134299;-1.086061;1.497925
-100;0;0;9515.46153846154;-4.23076923076923;-10004.3846153846;218.076923076923;0;-236.769230769231;1.41617461538462;0;1.16370753846154;2.59566076923077;-1.49769615384615;0.0893255292307692;0.0893255292307692;333.591230769231;733.182153846154;80.7797538461539;-0.65553;-0.966524;0.664229
-100;0;0;12803.0769230769;-5;-13429.3076923077;243;0;-249.230769230769;1.183431;0;1.02366838461538;2.21301923076923;-1.27691;0.0551716107692308;0.0551716107692308;333.866538461538;733.388538461539;80.6889692307692;1.31106;0.916335;-0.720011
-100;0;0;16143.6923076923;-5;-16897;240.923076923077;0;-249.230769230769;1.25443915384615;0;1.06311530769231;2.31755615384615;-1.33153692307692;0.0604260061538462;0.0604260061538462;334.107461538461;733.629461538461;80.5377;0;-0.947563;0.676831
-100;0;0;19451.7692307692;-5.53846153846154;-20307.6153846154;238.846153846154;0;-245.076923076923;1.19723923076923;0;1.07100607692308;2.26824538461538;-1.32243307692308;0.0499171292307692;0.0499171292307692;334.210615384615;733.732615384615;80.5377;0.130812;0;0
-100;0;0;22807.4615384615;-6.53846153846154;-23783.1538461538;243;-4.15384615384615;-247.153846153846;1.22090769230769;0;1.12623230769231;2.40039384615385;-1.37364692307692;0.0348107353846154;0.0348107353846154;334.245;733.767;80.4773307692308;0;-0;0
-100;0;0;26170.7692307692;-7;-27219.8461538462;232.615384615385;0;-249.230769230769;1.28402384615385;0;1.09467361538462;2.42209153846154;-1.40323615384615;0.0742189769230769;0.0742189769230769;334.245;733.767;80.5765769230769;-0.130812;-0;0
-100;0;0;29692.2307692308;-7.23076923076923;-30953.7692307692;236.769230769231;0;-249.230769230769;1.32149846153846;0;1.08678576923077;2.39447692307692;-1.38161307692308;0.0735620169230769;0.0735620169230769;334.245;733.767;80.6858846153846;0.90678;-0;0
-100;0;0;33090.6923076923;-8.69230769230769;-34555.3846153846;238.846153846154;0;-253.384615384615;1.27218907692308;0;0.934911076923077;2.2071;-1.27349692307692;0.112313689230769;0.112313689230769;334.245;733.767;81.1741076923077;0;-0;0
-100;0;0;36339.9230769231;-9;-37988.5384615385;236.769230769231;0;-249.230769230769;1.27810615384615;0;1.14004;2.42603538461538;-1.38730384615385;0.0453195292307692;0.0453195292307692;334.245;733.767;81.3136;0;-0;0
-100;0;0;39816;-9.46153846153846;-41636.2307692308;236.769230769231;0;-251.307692307692;1.23077;0;1.07297984615385;2.31163846153846;-1.35088461538462;0.0663372015384616;0.0663372015384616;334.245;733.767;81.3136;0;-0;0
-100;0;0;43391.8461538462;-10;-45433.7692307692;243;0;-251.307692307692;1.21499;0;1.06311615384615;2.27021769230769;-1.32470846153846;0.0564851769230769;0.0564851769230769;334.245;733.629461538461;81.5533538461538;0.779192;0.080034;-0.820416
100;0;0;-1849.84615384615;-0.923076923076923;1881.84615384615;-230.538461538462;0;234.692307692308;1.063116;0;0.996055076923077;2.05917076923077;1.15286112307692;-0.0019703923076923;-0.0019703923076923;333.866461538462;733.491769230769;80.7887307692308;-0.120439;1.598034;0.224887
100;0;0;-5506;-1;5610.76923076923;-236.769230769231;0;245.076923076923;1.18737692307692;0;1.07692292307692;2.26627153846154;1.30763923076923;-0.0374377846153846;-0.0374377846153846;333.384461538461;733.801461538461;80.4078461538462;-0.144673;0.80439;0.12655
100;0;0;-9000.76923076923;-0.769230769230769;9214.69230769231;-234.692307692308;0;255.461538461538;1.22485230769231;0;1.124259;2.31952692307692;1.33722846153846;-0.0210177846153846;-0.0210177846153846;333.315615384615;733.663846153846;80.6570692307692;1.168404;-0.834221;-0.138884
100;0;0;-12769.6153846154;0;13104.6923076923;-240.923076923077;0;240.923076923077;1.24457461538462;0;1.09664707692308;2.32741692307692;1.33040076923077;-0.0374378461538461;-0.0374378461538461;333.281230769231;733.629461538461;80.6570692307692;0;-0.011012;-0.00175900000000007
100;0;0;-16277.6923076923;0;16710.6923076923;-251.307692307692;0;251.307692307692;1.08875692307692;0;1.09862046153846;2.18737615384615;1.26211461538462;0.00328403076923077;0.00328403076923077;332.971769230769;733.388769230769;80.5377;0;3.790252;-2.707324
100;0;0;-19773.0769230769;0;20298.6923076923;-240.923076923077;0;243;1.15384584615385;0;1.02958561538462;2.23274076923077;1.28829153846154;-0.0577987753846154;-0.0577987753846154;332.903;733.285538461538;80.2460384615384;-3.516535;-0.172242;0.805914
100;0;0;-23407.0769230769;0;24020.4615384615;-251.307692307692;0;249.230769230769;1.136094;0;1.09467492307692;2.24852153846154;1.28943;0.000656769230769232;0.000656769230769232;332.903;733.285538461538;80.2465615384615;-0.913523;0.00185400000000002;0.00031099999999995
100;0;0;-27021.1538461538;0;27644.1538461538;-240.923076923077;0;238.846153846154;1.11834323076923;0;1.10453769230769;2.22287846153846;1.28260153846154;-0.00459764615384615;-0.00459764615384615;332.903;733.285538461538;80.4568461538461;1.827047;-0.023944;-0.00402100000000005
100;0;0;-30772;0;31433.8461538462;-255.461538461538;0;249.230769230769;1.17948807692308;0;0.954634692307692;2.13215076923077;1.23025076923077;-0.0742189538461538;-0.0742189538461538;332.903;733.32;79.7755846153846;-2.10913;-0;0
100;0;0;-34545.0769230769;0;35320.3846153846;-240.923076923077;0;249.230769230769;1.11045423076923;0;1.02366923076923;2.13017692307692;1.23138923076923;-0.0315265923076923;-0.0315265923076923;332.903;733.32;79.6242;0;-0;0
100;0;0;-38300.6153846154;0;39191.6153846154;-240.923076923077;0;265.846153846154;1.28402307692308;0;1.05325407692308;2.33727769230769;1.34860769230769;-0.0768461076923077;-0.0768461076923077;332.903;733.32;79.6242;0;-0;0
100;0;0;-41766.3076923077;0;42777.6153846154;-247.153846153846;0;247.153846153846;1.14201076923077;0;1.02761415384615;2.16962538461538;1.26439307692308;-0.0453194338461538;-0.0453194338461538;332.903;733.285538461538;79.7820230769231;-1.262878;-0.303686;1.618645
-100;0;0;2030.69230769231;-2.46153846153846;-2107.76923076923;234.692307692308;0;-253.384615384615;1.21893461538462;0;1.03747507692308;2.26627153846154;-1.31560538461538;0.0683076923076923;0.0683076923076923;333.246846153846;733.319769230769;80.6294153846154;-1.82379;-2.03796;2.165006
-100;0;0;5824.61538461538;-4;-6131.61538461538;228.461538461538;0;-243;1.36883692307692;0;1.07692207692308;2.44575923076923;-1.41348;0.0985206230769231;0.0985206230769231;333.866384615385;733.457307692308;81.0285538461538;0.896406;-1.901225;1.343128
-100;0;0;9325.23076923077;-4.30769230769231;-9862.84615384615;228.461538461538;0;-247.153846153846;1.40236615384615;0;1.07889630769231;2.48126153846154;-1.43168923076923;0.107715846153846;0.107715846153846;334.245;733.767;81.1043615384615;0.514344;0.124354;-0.813956
-100;0;0;12647.4615384615;-5;-13347.3076923077;238.846153846154;0;-247.153846153846;1.32938923076923;0;1.11440015384615;2.42603615384615;-1.39982230769231;0.0656803430769231;0.0656803430769231;334.245;733.767;81.3136;0;-0;0
-100;0;0;16024.7692307692;-5;-16861.1538461538;240.923076923077;0;-243;1.19526692307692;0;1.09072907692308;2.29980384615385;-1.32698615384615;0.0394083553846154;0.0394083553846154;334.245;733.767;81.3136;0;-0;0
-100;0;0;19376.6153846154;-5;-20312.6923076923;238.846153846154;0;-243;1.18540515384615;0;1.09664638461538;2.25838384615385;-1.29853461538462;0.0137929030769231;0.0137929030769231;334.245;733.801461538462;81.3136;0;0.124354;-0.813956
-100;0;0;22751.6153846154;-5;-23811.3846153846;240.923076923077;0;-251.307692307692;1.19526746153846;0;1.04930984615385;2.25246615384615;-1.27691076923077;0.0328402907692308;0.0328402907692308;334.245;733.767;81.3136;0;-0;0
-100;0;0;26254;-5;-27406.6153846154;251.307692307692;0;-240.923076923077;1.16567969230769;0;1.07495153846154;2.27021692307692;-1.30991384615385;0.0400650692307692;0.0400650692307692;334.245;733.767;81.3136;0;-0;0
-100;0;0;29395.0769230769;-5;-30699.2307692308;230.538461538462;0;-253.384615384615;1.15581830769231;0;1.07495023076923;2.23077;-1.27690923076923;0.0210177784615385;0.0210177784615385;334.245;733.767;81.3136;0;-0;0
-100;0;0;32670.9230769231;-5.84615384615385;-34240.6153846154;224.307692307692;0;-253.384615384615;1.34319538461538;0;0.996054769230769;2.35503153846154;-1.35316230769231;0.122822430769231;0.122822430769231;334.245;733.767;81.3136;0;-0;0
-100;0;0;36310.6923076923;-6;-38039.9230769231;236.769230769231;0;-253.384615384615;1.19526538461538;0;1.04930969230769;2.24457538461539;-1.29170538461538;0.0466330923076923;0.0466330923076923;334.245;733.767;81.3136;0;-0;0
-100;0;0;39687.9230769231;-6;-41608.9230769231;232.615384615385;0;-247.153846153846;1.37475076923077;0;1.06706253846154;2.42998;-1.39754461538462;0.0958935646153846;0.0958935646153846;334.245;733.767;81.3136;0;-0;0
-100;0;0;43052.1538461538;-6;-45183.0769230769;234.692307692308;0;-240.923076923077;1.33924846153846;0;1.12426015384615;2.47337153846154;-1.42713615384615;0.0748758384615385;0.0748758384615385;334.245;733.595076923077;81.6132923076923;2.337576;0.317662;-2.449943
